Countries Code,Countries,Age (86 categories) Code,Age (86 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Household size (7 categories) Code,Household size (7 categories),Observation
E92000001,England,32,Aged 32 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,6652
E92000001,England,32,Aged 32 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,3452
E92000001,England,32,Aged 32 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3280
E92000001,England,32,Aged 32 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,32,Aged 32 years,3,Mixed or Multiple ethnic groups,1,1 person in household,3196
E92000001,England,32,Aged 32 years,3,Mixed or Multiple ethnic groups,2,2 people in household,7815
E92000001,England,32,Aged 32 years,3,Mixed or Multiple ethnic groups,3,3 people in household,5894
E92000001,England,32,Aged 32 years,3,Mixed or Multiple ethnic groups,4,4 people in household,3963
E92000001,England,32,Aged 32 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1629
E92000001,England,32,Aged 32 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1073
E92000001,England,32,Aged 32 years,4,White,0,0 people in household,0
E92000001,England,32,Aged 32 years,4,White,1,1 person in household,61211
E92000001,England,32,Aged 32 years,4,White,2,2 people in household,187983
E92000001,England,32,Aged 32 years,4,White,3,3 people in household,162810
E92000001,England,32,Aged 32 years,4,White,4,4 people in household,126721
E92000001,England,32,Aged 32 years,4,White,5,5 people in household,44376
E92000001,England,32,Aged 32 years,4,White,6,6 or more people in household,25543
E92000001,England,32,Aged 32 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,32,Aged 32 years,5,Other ethnic group,1,1 person in household,2444
E92000001,England,32,Aged 32 years,5,Other ethnic group,2,2 people in household,5243
E92000001,England,32,Aged 32 years,5,Other ethnic group,3,3 people in household,4904
E92000001,England,32,Aged 32 years,5,Other ethnic group,4,4 people in household,4662
E92000001,England,32,Aged 32 years,5,Other ethnic group,5,5 people in household,2715
E92000001,England,32,Aged 32 years,5,Other ethnic group,6,6 or more people in household,2608
E92000001,England,33,Aged 33 years,-8,Does not apply,0,0 people in household,0
E92000001,England,33,Aged 33 years,-8,Does not apply,1,1 person in household,0
E92000001,England,33,Aged 33 years,-8,Does not apply,2,2 people in household,0
E92000001,England,33,Aged 33 years,-8,Does not apply,3,3 people in household,0
E92000001,England,33,Aged 33 years,-8,Does not apply,4,4 people in household,0
E92000001,England,33,Aged 33 years,-8,Does not apply,5,5 people in household,0
E92000001,England,33,Aged 33 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,33,Aged 33 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,33,Aged 33 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,6415
E92000001,England,33,Aged 33 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,18051
E92000001,England,33,Aged 33 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,22458
E92000001,England,33,Aged 33 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,22264
E92000001,England,33,Aged 33 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,12987
E92000001,England,33,Aged 33 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,16897
E92000001,England,33,Aged 33 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,33,Aged 33 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4539
E92000001,England,33,Aged 33 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,7335
E92000001,England,33,Aged 33 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7497
E92000001,England,33,Aged 33 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,6809
E92000001,England,33,Aged 33 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,3638
E92000001,England,33,Aged 33 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3096
E92000001,England,33,Aged 33 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,33,Aged 33 years,3,Mixed or Multiple ethnic groups,1,1 person in household,3017
E92000001,England,33,Aged 33 years,3,Mixed or Multiple ethnic groups,2,2 people in household,7208
E92000001,England,33,Aged 33 years,3,Mixed or Multiple ethnic groups,3,3 people in household,5770
E92000001,England,33,Aged 33 years,3,Mixed or Multiple ethnic groups,4,4 people in household,4099
E92000001,England,33,Aged 33 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1734
E92000001,England,33,Aged 33 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1100
E92000001,England,33,Aged 33 years,4,White,0,0 people in household,0
E92000001,England,33,Aged 33 years,4,White,1,1 person in household,61949
E92000001,England,33,Aged 33 years,4,White,2,2 people in household,173226
E92000001,England,33,Aged 33 years,4,White,3,3 people in household,163653
E92000001,England,33,Aged 33 years,4,White,4,4 people in household,140918
E92000001,England,33,Aged 33 years,4,White,5,5 people in household,48459
E92000001,England,33,Aged 33 years,4,White,6,6 or more people in household,26573
E92000001,England,33,Aged 33 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,33,Aged 33 years,5,Other ethnic group,1,1 person in household,2305
E92000001,England,33,Aged 33 years,5,Other ethnic group,2,2 people in household,4911
E92000001,England,33,Aged 33 years,5,Other ethnic group,3,3 people in household,4926
E92000001,England,33,Aged 33 years,5,Other ethnic group,4,4 people in household,5103
E92000001,England,33,Aged 33 years,5,Other ethnic group,5,5 people in household,2936
E92000001,England,33,Aged 33 years,5,Other ethnic group,6,6 or more people in household,2742
E92000001,England,34,Aged 34 years,-8,Does not apply,0,0 people in household,0
E92000001,England,34,Aged 34 years,-8,Does not apply,1,1 person in household,0
E92000001,England,34,Aged 34 years,-8,Does not apply,2,2 people in household,0
E92000001,England,34,Aged 34 years,-8,Does not apply,3,3 people in household,0
E92000001,England,34,Aged 34 years,-8,Does not apply,4,4 people in household,0
E92000001,England,34,Aged 34 years,-8,Does not apply,5,5 people in household,0
E92000001,England,34,Aged 34 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,34,Aged 34 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,34,Aged 34 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,6140
E92000001,England,34,Aged 34 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,15987
E92000001,England,34,Aged 34 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,22800
E92000001,England,34,Aged 34 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,23845
E92000001,England,34,Aged 34 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,13797
E92000001,England,34,Aged 34 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,16914
E92000001,England,34,Aged 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,34,Aged 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4690
E92000001,England,34,Aged 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,6688
E92000001,England,34,Aged 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7607
E92000001,England,34,Aged 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,7129
E92000001,England,34,Aged 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,4086
E92000001,England,34,Aged 34 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3460
E92000001,England,34,Aged 34 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,34,Aged 34 years,3,Mixed or Multiple ethnic groups,1,1 person in household,2834
E92000001,England,34,Aged 34 years,3,Mixed or Multiple ethnic groups,2,2 people in household,6419
E92000001,England,34,Aged 34 years,3,Mixed or Multiple ethnic groups,3,3 people in household,5444
E92000001,England,34,Aged 34 years,3,Mixed or Multiple ethnic groups,4,4 people in household,4287
E92000001,England,34,Aged 34 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1684
E92000001,England,34,Aged 34 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1046
E92000001,England,34,Aged 34 years,4,White,0,0 people in household,0
E92000001,England,34,Aged 34 years,4,White,1,1 person in household,59267
E92000001,England,34,Aged 34 years,4,White,2,2 people in household,152655
E92000001,England,34,Aged 34 years,4,White,3,3 people in household,154548
E92000001,England,34,Aged 34 years,4,White,4,4 people in household,148121
E92000001,England,34,Aged 34 years,4,White,5,5 people in household,50530
E92000001,England,34,Aged 34 years,4,White,6,6 or more people in household,27500
E92000001,England,34,Aged 34 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,34,Aged 34 years,5,Other ethnic group,1,1 person in household,2348
E92000001,England,34,Aged 34 years,5,Other ethnic group,2,2 people in household,4494
E92000001,England,34,Aged 34 years,5,Other ethnic group,3,3 people in household,4833
E92000001,England,34,Aged 34 years,5,Other ethnic group,4,4 people in household,5216
E92000001,England,34,Aged 34 years,5,Other ethnic group,5,5 people in household,2942
E92000001,England,34,Aged 34 years,5,Other ethnic group,6,6 or more people in household,2906
E92000001,England,35,Aged 35 years,-8,Does not apply,0,0 people in household,0
E92000001,England,35,Aged 35 years,-8,Does not apply,1,1 person in household,0
E92000001,England,35,Aged 35 years,-8,Does not apply,2,2 people in household,0
E92000001,England,35,Aged 35 years,-8,Does not apply,3,3 people in household,0
E92000001,England,35,Aged 35 years,-8,Does not apply,4,4 people in household,0
E92000001,England,35,Aged 35 years,-8,Does not apply,5,5 people in household,0
E92000001,England,35,Aged 35 years,-8,Does not apply,6,6 or more people in household,0
E92000001,England,35,Aged 35 years,1,"Asian, Asian British or Asian Welsh",0,0 people in household,0
E92000001,England,35,Aged 35 years,1,"Asian, Asian British or Asian Welsh",1,1 person in household,6165
E92000001,England,35,Aged 35 years,1,"Asian, Asian British or Asian Welsh",2,2 people in household,15163
E92000001,England,35,Aged 35 years,1,"Asian, Asian British or Asian Welsh",3,3 people in household,22496
E92000001,England,35,Aged 35 years,1,"Asian, Asian British or Asian Welsh",4,4 people in household,25826
E92000001,England,35,Aged 35 years,1,"Asian, Asian British or Asian Welsh",5,5 people in household,14478
E92000001,England,35,Aged 35 years,1,"Asian, Asian British or Asian Welsh",6,6 or more people in household,17314
E92000001,England,35,Aged 35 years,2,"Black, Black British, Black Welsh, Caribbean or African",0,0 people in household,0
E92000001,England,35,Aged 35 years,2,"Black, Black British, Black Welsh, Caribbean or African",1,1 person in household,4619
E92000001,England,35,Aged 35 years,2,"Black, Black British, Black Welsh, Caribbean or African",2,2 people in household,6360
E92000001,England,35,Aged 35 years,2,"Black, Black British, Black Welsh, Caribbean or African",3,3 people in household,7172
E92000001,England,35,Aged 35 years,2,"Black, Black British, Black Welsh, Caribbean or African",4,4 people in household,7462
E92000001,England,35,Aged 35 years,2,"Black, Black British, Black Welsh, Caribbean or African",5,5 people in household,4446
E92000001,England,35,Aged 35 years,2,"Black, Black British, Black Welsh, Caribbean or African",6,6 or more people in household,3687
E92000001,England,35,Aged 35 years,3,Mixed or Multiple ethnic groups,0,0 people in household,0
E92000001,England,35,Aged 35 years,3,Mixed or Multiple ethnic groups,1,1 person in household,2974
E92000001,England,35,Aged 35 years,3,Mixed or Multiple ethnic groups,2,2 people in household,5651
E92000001,England,35,Aged 35 years,3,Mixed or Multiple ethnic groups,3,3 people in household,5047
E92000001,England,35,Aged 35 years,3,Mixed or Multiple ethnic groups,4,4 people in household,4379
E92000001,England,35,Aged 35 years,3,Mixed or Multiple ethnic groups,5,5 people in household,1715
E92000001,England,35,Aged 35 years,3,Mixed or Multiple ethnic groups,6,6 or more people in household,1092
E92000001,England,35,Aged 35 years,4,White,0,0 people in household,0
E92000001,England,35,Aged 35 years,4,White,1,1 person in household,58448
E92000001,England,35,Aged 35 years,4,White,2,2 people in household,140225
E92000001,England,35,Aged 35 years,4,White,3,3 people in household,149872
E92000001,England,35,Aged 35 years,4,White,4,4 people in household,159577
E92000001,England,35,Aged 35 years,4,White,5,5 people in household,54506
E92000001,England,35,Aged 35 years,4,White,6,6 or more people in household,28252
E92000001,England,35,Aged 35 years,5,Other ethnic group,0,0 people in household,0
E92000001,England,35,Aged 35 years,5,Other ethnic group,1,1 person in household,2616
E92000001,England,35,Aged 35 years,5,Other ethnic group,2,2 people in household,4245
E92000001,England,35,Aged 35 years,5,Other ethnic group,3,3 people in household,4879
E92000001,England,35,Aged 35 years,5,Other ethnic group,4,4 people in household,5553
