Countries Code,Countries,Age (17 categories) Code,Age (17 categories),Sex (2 categories) Code,Sex (2 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Economic activity status (10 categories) Code,Economic activity status (10 categories),Observation
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,715
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,502
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,1918
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2013
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,5
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,28751
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,91
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,106
E92000001,England,2,Aged 16 to 17 years,2,Male,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,751
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,-8,Does not apply,0
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,1,Economically active (excluding full-time students): In employment,25115
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,8498
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,3,Economically active and a full-time student: In employment,44179
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,30193
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,5,Economically inactive: Retired,45
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,6,Economically inactive: Student,357680
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,7,Economically inactive: Looking after home or family,1123
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,8,Economically inactive: Long-term sick or disabled,1329
E92000001,England,2,Aged 16 to 17 years,2,Male,4,White,9,Economically inactive: Other,9820
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,153
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,114
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,3,Economically active and a full-time student: In employment,447
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,656
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,5,Economically inactive: Retired,4
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,6,Economically inactive: Student,15802
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,7,Economically inactive: Looking after home or family,58
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,8,Economically inactive: Long-term sick or disabled,19
E92000001,England,2,Aged 16 to 17 years,2,Male,5,Other ethnic group,9,Economically inactive: Other,516
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,-8,Does not apply,0
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,1,Economically active (excluding full-time students): In employment,0
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,3,Economically active and a full-time student: In employment,0
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,0
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,5,Economically inactive: Retired,0
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,6,Economically inactive: Student,0
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,7,Economically inactive: Looking after home or family,0
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,8,Economically inactive: Long-term sick or disabled,0
E92000001,England,3,Aged 18 to 19 years,1,Female,-8,Does not apply,9,Economically inactive: Other,0
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Economically active (excluding full-time students): In employment,5002
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2206
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Economically active and a full-time student: In employment,8707
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4563
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Economically inactive: Retired,15
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",6,Economically inactive: Student,40376
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",7,Economically inactive: Looking after home or family,936
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",8,Economically inactive: Long-term sick or disabled,201
E92000001,England,3,Aged 18 to 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",9,Economically inactive: Other,1733
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Economically active (excluding full-time students): In employment,2328
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1200
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Economically active and a full-time student: In employment,4484
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3319
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Economically inactive: Retired,2
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",6,Economically inactive: Student,17929
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",7,Economically inactive: Looking after home or family,324
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",8,Economically inactive: Long-term sick or disabled,134
E92000001,England,3,Aged 18 to 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",9,Economically inactive: Other,778
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,1,Economically active (excluding full-time students): In employment,4727
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1775
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,3,Economically active and a full-time student: In employment,3817
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1682
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,5,Economically inactive: Retired,7
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,6,Economically inactive: Student,10994
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,7,Economically inactive: Looking after home or family,536
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,8,Economically inactive: Long-term sick or disabled,266
E92000001,England,3,Aged 18 to 19 years,1,Female,3,Mixed or Multiple ethnic groups,9,Economically inactive: Other,1097
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,-8,Does not apply,0
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,1,Economically active (excluding full-time students): In employment,113048
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,22697
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,3,Economically active and a full-time student: In employment,66082
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,18476
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,5,Economically inactive: Retired,95
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,6,Economically inactive: Student,124675
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,7,Economically inactive: Looking after home or family,9602
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,8,Economically inactive: Long-term sick or disabled,4775
E92000001,England,3,Aged 18 to 19 years,1,Female,4,White,9,Economically inactive: Other,16487
E92000001,England,3,Aged 18 to 19 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E92000001,England,3,Aged 18 to 19 years,1,Female,5,Other ethnic group,1,Economically active (excluding full-time students): In employment,1153
E92000001,England,3,Aged 18 to 19 years,1,Female,5,Other ethnic group,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,461
E92000001,England,3,Aged 18 to 19 years,1,Female,5,Other ethnic group,3,Economically active and a full-time student: In employment,1529
E92000001,England,3,Aged 18 to 19 years,1,Female,5,Other ethnic group,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,880
E92000001,England,3,Aged 18 to 19 years,1,Female,5,Other ethnic group,5,Economically inactive: Retired,4
E92000001,England,3,Aged 18 to 19 years,1,Female,5,Other ethnic group,6,Economically inactive: Student,8956
